Date,Open,High,Low,Close,Volume
2015-03-16,0.007101018664621494,0.005707411885342427,0.007252737275321823,0.007375717418237695,0.08169906426612299
2015-03-17,0.007591287487395196,0.006097755148820553,0.007868662091934379,0.007238211092095995,0.06950098620639274
2015-03-18,0.00752410465886897,0.006400275016974179,0.007745180027628133,0.008085928832328209,0.06828566115675036
2015-03-19,0.008530370810711695,0.006917481386637243,0.007956440960659686,0.007368627958053181,0.12895727767188883
2015-03-20,0.007880013958701235,0.0061367908711531215,0.008118603615075819,0.007713101502699299,0.05913087656149346
2015-03-23,0.008030095208170902,0.006347299389711361,0.008393837029984301,0.007932830155111367,0.03193714843568407
2015-03-24,0.00847033831092383,0.006805956164403451,0.00873304079853917,0.008229105104315414,0.04884378092271728
2015-03-25,0.007997222507248235,0.006081027262904257,0.007684184940280156,0.007177253090623906,0.08338590887054464
2015-03-26,0.007375454701969177,0.005551272984540029,0.007237860943829763,0.00662581232747337,0.05678158018820935
2015-03-27,0.006682218369268956,0.004784522373986154,0.0060030360443062425,0.0058588953712948935,0.13111066099072238
2015-03-30,0.00622196784109286,0.005197173473880549,0.006062545626735555,0.006648494138733026,0.1557591796887971
2015-03-31,0.00731970994577992,0.00540767999817485,0.007045943498198974,0.006393328324786535,0.07170085736865524
2015-04-01,0.006629332108812103,0.005204143426345672,0.006694834407989375,0.006226050727200668,0.05124620625992017
2015-04-02,0.00684802338997053,0.0053337945135166626,0.007282494194767022,0.00670944808444986,0.07143189198881636
2015-04-06,0.007958628725453411,0.007358016284920013,0.008398299929431918,0.008424732431128821,0.19504638822662163
2015-04-07,0.008603266541295389,0.006983004922601222,0.008939836703892558,0.0084459967559271,0.06043253617750387
2015-04-08,0.009416567873571344,0.007797155198445815,0.009643538260999878,0.009072572413041127,0.09289433313188601
2015-04-09,0.009449442619197682,0.00772326771952369,0.009680731217960564,0.00941562644334824,0.051339181946778056
2015-04-10,0.009652410129124205,0.007901710468214484,0.010109201488389945,0.009530452986107905,0.055780431274364606
2015-04-13,0.00973674188734119,0.008089913144620393,0.010116641782366518,0.009371682335167927,0.05064186429534391
2015-04-14,0.009469454134028197,0.007600586584817822,0.009588491578018183,0.009042801141596956,0.038485293238675236
2015-04-15,0.00931079535265764,0.0076145284840120064,0.009752141865583524,0.009095252196423157,0.020660525843920387
2015-04-16,0.009345101390853854,0.007555976894777092,0.009706025237958146,0.0089350640590218,0.015790924244738574
2015-04-17,0.00895774659326145,0.007236729140707169,0.009290943665871618,0.00894782346505182,0.029252475477662594
2015-04-20,0.009213598318941151,0.0073719561898502595,0.0093430150825549,0.00873234929990151,0.030736765907143856
2015-04-21,0.009073523849238575,0.007776243346786508,0.00941145259210999,0.009319231280341726,0.04523433193648432
2015-04-22,0.010031189439519386,0.00932786644430358,0.010509404600753874,0.010741071594984136,0.11879304276217482
2015-04-23,0.010855924754724966,0.009272102836054712,0.011321711890675382,0.010621994620717966,0.06148349349502248
2015-04-24,0.011174669520628608,0.009177305499737217,0.011449656854429242,0.01059789735087456,0.02855349754610598
2015-04-27,0.011469115028103133,0.011679699912735,0.012043265045573171,0.012457775456002101,0.1820430743074972
2015-04-28,0.01321149494863217,0.01122661910001501,0.012940371681460488,0.012306090209491381,0.08927990330528567
2015-04-29,0.012539701423332335,0.011152733615356826,0.012880862099031175,0.012585357349036534,0.05359550263320427
2015-04-30,0.012588297895486905,0.010862761655904357,0.01251487880556006,0.011678099093793602,0.05319371484356841
2015-05-01,0.012523977652100428,0.010706622755101959,0.011806714349005123,0.011675266148748475,0.07593623196105646
2015-05-04,0.012272411625315664,0.011119275849260292,0.012803500918811394,0.012310344696753135,0.061871999043678655
2015-05-05,0.013641731271618003,0.011784257176767607,0.013104024097256372,0.012656235727860635,0.08448999515198204
2015-05-06,0.013118587703217964,0.01108302810791377,0.012965663573227527,0.012299004805062123,0.07575692170783055
2015-05-07,0.011246136003346098,0.011502649160273291,0.011782910090387292,0.013202008573043288,0.1452396448328762
2015-05-08,0.013388735996967036,0.011632300247444285,0.013783921395745854,0.013175074302399503,0.06575041340975049
2015-05-11,0.013431617522360467,0.012255457871632978,0.014023447358612318,0.013583338793562834,0.08242128611939406
2015-05-12,0.013977629056619756,0.012739206475199515,0.014451915500811156,0.01432757393848165,0.09389548204573075
2015-05-13,0.015049642655011485,0.01301105655824266,0.015055939252230064,0.014106429827485834,0.07856777595515915
2015-05-14,0.014650851829785788,0.01253567189763427,0.01490716316792624,0.014236846693443023,0.03632526879935183
2015-05-15,0.014523638546175367,0.013164407478059012,0.015093136465651833,0.014908783945198734,0.06341605955756856
2015-05-18,0.014962452401062087,0.01323411099123812,0.015613842119562512,0.01489602453916871,0.04391772979937175
2015-05-19,0.015166849158854814,0.013387461911054471,0.01563615874503114,0.014667795023743636,0.04924722899247562
2015-05-20,0.014981030578619055,0.0129329891021054,0.014925019022177795,0.014272289938610322,0.050598697012159896
2015-05-21,0.01439499805940242,0.012776850201302994,0.015072305345101868,0.014452320858593326,0.020962696826208518
2015-05-22,0.014730897889107843,0.013052880261561275,0.015466555796638432,0.01475143280859776,0.02515490413542573
2015-05-26,0.015059645345371235,0.0135268689374127,0.015688228033483884,0.014713158646262957,0.04633343737755434
2015-05-27,0.015178283141784439,0.013178347382989258,0.015546896499617716,0.014708904159001196,0.044830883866726
2015-05-28,0.014966738099957029,0.013498989127552208,0.015472506329235258,0.015278774274027261,0.048800613639533266
2015-05-29,0.015534192441616704,0.013648156081625541,0.016124140726120378,0.015186631570404882,0.051158211413429674
2015-06-01,0.015592797738242035,0.013471105329163832,0.015832539090109548,0.014995256702975607,0.029836894080769307
2015-06-02,0.01523688843840977,0.013164407478059012,0.01565847537049977,0.014839325080713638,0.023688876787291552
2015-06-03,0.015133974413228474,0.013348426188721903,0.015764103708785,0.014930048269997012,0.01782310711463238
2015-06-04,0.015033918883779585,0.013150467573128766,0.015570698630005004,0.01449484950818989,0.028981849817701247
2015-06-05,0.014819515346219767,0.013206231181377627,0.01556623785878793,0.014951312594795298,0.03841888203377675
2015-06-08,0.015512751678919988,0.014467882319442238,0.016255056699711567,0.015964890446152,0.07154147047689886
2015-06-09,0.016163106486226778,0.014327079308327044,0.016824864888698745,0.01592378131089444,0.0315967910105793
2015-06-10,0.01566283292838965,0.013805686978657028,0.015985780202091533,0.015172456705791114,0.04559959356342602
2015-06-11,0.015857226995822628,0.013857270609690761,0.016272912553963115,0.015273108383937008,0.022183002716218283
2015-06-12,0.015421275726075656,0.01373040750350582,0.016240184624680593,0.015171041247207362,0.011859380914747936
2015-06-15,0.015348377950788292,0.01342649763338704,0.015615331880942263,0.015127093083271793,0.02454226077023716
2015-06-16,0.01540983765373869,0.013727619522519767,0.016075042447504965,0.01551551276397585,0.021196796323475698
2015-06-17,0.015701424665480808,0.015249968819683324,0.01650946112230062,0.016548935425791833,0.07977479960418922
2015-06-18,0.01710647959784556,0.015124497709727465,0.017699657027347975,0.016758739645096637,0.034445831700724544
2015-06-19,0.017163653601901016,0.015171897375018187,0.01771155809254162,0.016846631917212515,0.029137916149212694
2015-06-22,0.017127920360542274,0.015255544781655424,0.017055462924439425,0.016461043153675955,0.06397225339859341
2015-06-23,0.01686634959869409,0.015757417255895217,0.01748393532309935,0.017578107656101308,0.05251133971323642
2015-06-24,0.017818298197510088,0.015666801891056792,0.018250119600703853,0.0172237076504703,0.028296154127124332
2015-06-25,0.017742537837082975,0.0162328019165036,0.018477742370146124,0.017736874251286033,0.03554991798216195
